,Full Name,Gender,Age,Use Phone for Class Notes,Buy/Access Books from Phone,Phone's Battery Lasts a Day,Run for Charger When Battery Dies,Worry About Losing Cell Phone,Take Phone to Bathroom,Use Phone in Social Gatherings,Check Phone Without Notification,Check Phone Before Sleep/After Waking Up,Keep Phone Next to While Sleeping,Check Emails/Calls/Texts During Class,Rely on Phone in Awkward Situations,On Phone While Watching TV/Eating,Panic Attack if Phone Left Elsewhere,Use Phone on Date,Phone Use for Playing Games,Live a Day Without Phone,Addicted to Phone,Target
4259,Alex Johnson,Male,31,Yes,Yes,No,No,Yes,Yes,No,Often,No,Yes,Yes,Yes,Yes,No,No,1,Yes,No,Adicted
4260,James Lee,Female,24,No,No,No,No,Yes,Yes,No,Often,Yes,No,Yes,Yes,Yes,Yes,Yes,4,No,No,Adicted
4261,Emily Martinez,Female,40,No,No,No,No,No,No,No,Sometimes,No,Yes,Yes,No,Yes,No,Yes,3,Yes,No,Adicted
4262,James Lee,Male,23,Yes,Yes,No,Yes,No,No,No,Often,No,Yes,No,Yes,Yes,Yes,No,2,Yes,Yes,Adicted
4263,John Doe,Male,47,No,Yes,Yes,No,No,Yes,Yes,Never,Yes,No,No,No,Yes,No,Yes,5,No,Yes,Maybe addicted
4264,Jane Smith,Female,21,Yes,Yes,No,Yes,Yes,Yes,Yes,Often,Yes,Yes,Yes,No,Yes,Yes,Yes,1,No,No,Maybe addicted
4265,John Doe,Female,54,No,No,Yes,No,Yes,Yes,No,Never,Yes,No,No,No,No,No,Yes,0,Yes,Yes, NOT Adicted
4266,John Doe,Male,35,Yes,No,No,Yes,No,Yes,Yes,Sometimes,No,Yes,No,No,Yes,No,No,3,No,No,Adicted
4267,James Lee,Female,24,No,No,No,No,No,No,Yes,Often,Yes,No,No,No,No,Yes,Yes,3,Yes,No, NOT Adicted
4268,Jane Smith,Male,65,No,Yes,No,Yes,No,No,Yes,Rarely,Yes,No,No,Yes,No,Yes,Yes,3,Yes,No,Maybe addicted
4269,James Lee,Female,22,No,No,No,No,Yes,No,Yes,Rarely,Yes,No,No,No,No,No,Yes,5,Yes,No,Adicted
4270,James Lee,Male,64,No,No,No,Yes,No,Yes,No,Often,Yes,No,No,Yes,No,No,No,4,Yes,No,Adicted
4271,Alex Johnson,Male,38,No,Yes,No,Yes,No,Yes,No,Rarely,Yes,No,Yes,No,No,Yes,No,4,No,Yes,Adicted
4272,Maria Garcia,Male,36,No,Yes,No,No,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,No,No,No,5,Yes,Yes,Adicted
4273,Alex Johnson,Male,47,No,No,Yes,Yes,No,Yes,Yes,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,1,Yes,Yes,Maybe addicted
4274,Alex Johnson,Female,59,No,No,Yes,Yes,No,Yes,Yes,Never,Yes,Yes,No,Yes,Yes,Yes,No,1,No,No,Adicted
4275,Maria Garcia,Female,25,Yes,Yes,Yes,No,No,Yes,Yes,Often,Yes,Yes,No,Yes,No,Yes,No,4,Yes,No,Maybe addicted
4276,Jane Smith,Male,31,Yes,Yes,Yes,Yes,Yes,No,Yes,Often,Yes,Yes,Yes,No,No,No,No,1,Yes,Yes,Adicted
4277,John Doe,Male,20,No,Yes,No,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,No,Yes,Maybe addicted
4278,Jane Smith,Female,18,Yes,No,Yes,No,No,No,No,Never,Yes,Yes,Yes,No,Yes,No,No,5,No,No,Maybe addicted
4279,Emily Martinez,Male,33,No,No,Yes,No,No,No,No,Sometimes,Yes,No,No,Yes,Yes,No,No,3,Yes,Yes,Maybe addicted
4280,Alex Johnson,Female,65,Yes,Yes,No,Yes,No,No,No,Never,No,Yes,Yes,No,Yes,No,No,2,Yes,No,Adicted
4281,James Lee,Male,46,No,Yes,No,No,No,No,Yes,Often,Yes,No,Yes,No,Yes,No,Yes,0,No,Yes, NOT Adicted
4282,Alex Johnson,Female,45,Yes,No,Yes,No,No,No,No,Often,No,Yes,Yes,Yes,No,Yes,No,0,Yes,Yes, NOT Adicted
4283,Alex Johnson,Female,26,No,Yes,No,Yes,No,No,Yes,Often,No,No,Yes,Yes,No,No,Yes,4,Yes,No,Adicted
4284,James Lee,Female,25,Yes,No,No,No,No,No,Yes,Never,Yes,Yes,Yes,No,No,No,Yes,1,No,No,Maybe addicted
4285,Maria Garcia,Female,40,No,Yes,Yes,Yes,Yes,Yes,No,Often,Yes,Yes,Yes,No,Yes,No,Yes,3,Yes,Yes,Maybe addicted
4286,Emily Martinez,Female,39,No,Yes,Yes,Yes,No,No,Yes,Never,Yes,Yes,Yes,Yes,No,No,No,5,No,Yes, NOT Adicted
4287,Alex Johnson,Male,21,No,Yes,No,Yes,No,No,Yes,Often,Yes,No,No,Yes,No,No,Yes,5,Yes,No,Maybe addicted
4288,James Lee,Female,38,No,No,No,No,Yes,No,Yes,Often,No,Yes,No,Yes,Yes,No,No,4,No,Yes,Adicted
4289,James Lee,Female,33,No,Yes,Yes,Yes,Yes,No,Yes,Never,No,Yes,No,No,No,No,Yes,5,Yes,No, NOT Adicted
4290,John Doe,Female,35,No,No,Yes,No,Yes,No,Yes,Often,No,No,No,No,No,No,No,4,No,No, NOT Adicted
4291,Jane Smith,Male,60,No,No,Yes,No,Yes,Yes,No,Often,No,Yes,No,No,No,No,No,3,Yes,Yes,Adicted
4292,Alex Johnson,Female,47,Yes,No,No,Yes,No,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,Yes,Yes,0,No,No,Maybe addicted
4293,Emily Martinez,Male,58,Yes,Yes,Yes,Yes,No,Yes,No,Sometimes,No,Yes,No,Yes,Yes,No,Yes,1,Yes,No,Adicted
4294,James Lee,Female,45,No,No,No,Yes,Yes,Yes,No,Sometimes,Yes,No,No,No,No,Yes,No,2,No,Yes,Maybe addicted
4295,John Doe,Male,53,No,Yes,Yes,No,Yes,No,No,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,No,No, NOT Adicted
4296,John Doe,Female,51,No,Yes,No,Yes,Yes,No,No,Rarely,No,No,Yes,No,No,No,Yes,1,Yes,Yes,Adicted
4297,Alex Johnson,Male,48,No,Yes,No,No,No,No,Yes,Rarely,Yes,No,No,No,No,Yes,Yes,5,Yes,No, NOT Adicted
4298,James Lee,Female,46,No,No,No,Yes,No,Yes,No,Often,Yes,Yes,Yes,Yes,No,Yes,No,2,No,No, NOT Adicted
4299,Alex Johnson,Male,46,No,No,No,No,Yes,Yes,Yes,Rarely,No,No,No,No,No,No,No,5,Yes,Yes,Adicted
4300,Jane Smith,Female,34,No,No,No,No,Yes,No,No,Rarely,No,No,No,Yes,No,Yes,No,5,No,No,Maybe addicted
4301,Maria Garcia,Male,40,No,Yes,Yes,No,Yes,Yes,Yes,Rarely,No,No,No,No,No,Yes,No,1,Yes,Yes,Adicted
4302,Jane Smith,Male,63,No,Yes,Yes,No,Yes,Yes,Yes,Never,Yes,No,Yes,Yes,Yes,No,Yes,4,No,Yes,Adicted
4303,James Lee,Female,44,No,Yes,No,No,Yes,Yes,No,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,Maybe addicted
4304,Emily Martinez,Male,39,No,Yes,No,Yes,Yes,Yes,Yes,Sometimes,No,No,No,Yes,No,Yes,Yes,2,No,Yes,Adicted
4305,Alex Johnson,Male,61,No,No,No,No,No,No,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,No,Adicted
4306,James Lee,Male,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Often,No,No,Yes,No,No,Yes,No,5,Yes,No, NOT Adicted
4307,Alex Johnson,Female,20,No,No,Yes,No,Yes,No,Yes,Often,Yes,No,No,No,Yes,No,No,5,No,No,Adicted
4308,Jane Smith,Female,45,Yes,Yes,No,No,Yes,No,No,Rarely,Yes,No,No,No,Yes,No,Yes,1,No,No,Adicted
4309,Maria Garcia,Male,64,No,No,Yes,Yes,No,Yes,Yes,Never,No,No,No,Yes,No,Yes,Yes,5,No,No,Adicted
4310,Jane Smith,Female,19,No,No,Yes,No,Yes,Yes,No,Never,No,Yes,No,No,Yes,Yes,Yes,3,Yes,Yes, NOT Adicted
4311,Maria Garcia,Male,55,Yes,Yes,No,No,Yes,Yes,No,Rarely,No,No,Yes,Yes,No,No,No,0,Yes,Yes,Adicted
4312,Emily Martinez,Male,41,No,Yes,No,No,No,Yes,Yes,Rarely,No,Yes,No,No,Yes,Yes,No,3,No,Yes, NOT Adicted
4313,Jane Smith,Female,34,Yes,Yes,Yes,Yes,Yes,No,Yes,Often,No,Yes,No,Yes,Yes,Yes,No,4,No,No,Maybe addicted
4314,Alex Johnson,Male,22,No,Yes,No,Yes,Yes,No,No,Rarely,Yes,No,Yes,No,Yes,No,No,1,No,Yes,Adicted
4315,Emily Martinez,Male,50,Yes,Yes,Yes,No,Yes,No,No,Never,No,Yes,No,Yes,Yes,No,No,3,No,No,Adicted
4316,Alex Johnson,Male,40,No,Yes,No,Yes,No,No,Yes,Never,No,No,Yes,Yes,Yes,Yes,No,5,No,No,Adicted
4317,James Lee,Male,53,Yes,No,No,No,No,Yes,No,Never,Yes,Yes,No,Yes,No,No,No,2,Yes,Yes,Maybe addicted
4318,Jane Smith,Female,39,No,Yes,No,No,Yes,No,Yes,Often,Yes,No,Yes,No,Yes,No,Yes,5,Yes,Yes,Adicted
4319,Emily Martinez,Male,61,Yes,Yes,Yes,No,Yes,Yes,No,Sometimes,No,No,Yes,Yes,Yes,No,No,3,Yes,Yes,Maybe addicted
4320,Emily Martinez,Male,59,No,Yes,No,Yes,Yes,Yes,Yes,Often,No,No,No,Yes,No,Yes,No,2,Yes,No,Maybe addicted
4321,Emily Martinez,Male,45,Yes,Yes,Yes,Yes,No,Yes,Yes,Often,No,No,Yes,Yes,No,No,No,1,No,Yes,Maybe addicted
4322,John Doe,Male,28,Yes,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,Yes,Yes,Maybe addicted
4323,Alex Johnson,Male,46,No,Yes,Yes,No,No,Yes,No,Never,No,No,Yes,No,No,Yes,No,2,Yes,Yes,Maybe addicted
4324,John Doe,Male,29,No,No,No,Yes,Yes,Yes,No,Often,Yes,Yes,Yes,No,No,Yes,No,1,No,Yes, NOT Adicted
4325,James Lee,Female,33,No,No,Yes,No,Yes,No,No,Never,No,No,No,No,Yes,Yes,Yes,3,No,No,Adicted
4326,James Lee,Female,41,No,No,Yes,Yes,Yes,No,Yes,Rarely,No,No,No,Yes,No,No,No,2,Yes,No,Maybe addicted
4327,Alex Johnson,Male,63,No,Yes,No,Yes,Yes,No,No,Rarely,No,Yes,No,Yes,No,Yes,Yes,5,Yes,Yes,Maybe addicted
4328,James Lee,Male,47,No,No,No,No,Yes,Yes,Yes,Never,No,Yes,Yes,Yes,No,Yes,Yes,0,Yes,Yes, NOT Adicted
4329,James Lee,Male,20,Yes,No,No,No,No,No,No,Sometimes,No,Yes,Yes,Yes,No,No,No,4,No,No,Maybe addicted
4330,Maria Garcia,Female,51,Yes,No,Yes,No,Yes,Yes,Yes,Often,No,Yes,No,No,No,Yes,Yes,5,No,Yes,Adicted
4331,Alex Johnson,Female,23,Yes,Yes,Yes,No,No,No,Yes,Rarely,No,Yes,Yes,No,No,Yes,Yes,4,No,Yes,Adicted
4332,Maria Garcia,Male,29,No,No,No,No,Yes,No,No,Never,Yes,Yes,No,No,No,No,No,0,No,Yes,Adicted
4333,Maria Garcia,Female,24,No,No,No,No,Yes,Yes,Yes,Often,No,No,No,Yes,No,Yes,Yes,4,No,No, NOT Adicted
4334,James Lee,Female,58,No,Yes,Yes,Yes,No,Yes,No,Rarely,No,Yes,Yes,Yes,No,No,Yes,5,Yes,Yes,Adicted
4335,Maria Garcia,Female,31,Yes,Yes,Yes,No,No,No,No,Rarely,No,No,Yes,Yes,Yes,No,Yes,1,No,Yes,Adicted
4336,John Doe,Male,62,Yes,Yes,Yes,No,No,No,No,Sometimes,No,No,Yes,No,No,Yes,No,3,Yes,No, NOT Adicted
4337,John Doe,Female,30,Yes,Yes,No,Yes,No,Yes,No,Often,No,No,No,Yes,No,No,No,2,No,No,Maybe addicted
4338,Alex Johnson,Male,32,No,Yes,No,Yes,No,No,Yes,Sometimes,No,No,No,Yes,Yes,No,Yes,2,Yes,No,Adicted
4339,John Doe,Male,59,No,No,Yes,Yes,Yes,Yes,No,Often,Yes,Yes,No,No,Yes,No,Yes,5,Yes,No, NOT Adicted
4340,Emily Martinez,Female,31,No,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Yes,Yes,Yes,Yes,Yes,No,Yes,1,No,No,Adicted
4341,John Doe,Female,30,Yes,Yes,No,Yes,No,No,No,Never,No,No,No,Yes,No,Yes,No,3,Yes,No, NOT Adicted
4342,John Doe,Male,44,No,Yes,Yes,No,Yes,Yes,No,Sometimes,Yes,Yes,Yes,No,No,No,Yes,0,Yes,Yes,Adicted
4343,Emily Martinez,Female,36,Yes,No,No,Yes,No,Yes,Yes,Never,No,Yes,Yes,No,No,No,Yes,0,No,Yes, NOT Adicted
4344,Jane Smith,Male,34,Yes,Yes,No,Yes,No,No,No,Rarely,Yes,No,Yes,Yes,No,Yes,Yes,2,No,Yes,Maybe addicted
4345,Alex Johnson,Male,61,No,No,No,Yes,No,Yes,No,Rarely,No,Yes,No,No,Yes,Yes,No,2,No,Yes,Adicted
4346,Jane Smith,Female,27,No,Yes,No,No,Yes,No,Yes,Never,Yes,No,Yes,Yes,No,Yes,No,2,Yes,No,Maybe addicted
4347,Emily Martinez,Male,26,Yes,Yes,No,Yes,Yes,No,Yes,Never,Yes,Yes,No,Yes,No,Yes,No,3,No,No,Maybe addicted
4348,Emily Martinez,Male,30,Yes,Yes,Yes,No,Yes,Yes,Yes,Often,No,Yes,No,No,Yes,No,Yes,2,Yes,No,Maybe addicted
4349,Maria Garcia,Female,44,No,No,Yes,No,Yes,Yes,Yes,Never,No,Yes,No,Yes,Yes,Yes,No,1,No,Yes,Maybe addicted
4350,Emily Martinez,Female,43,Yes,Yes,No,No,No,Yes,No,Rarely,Yes,No,Yes,No,No,Yes,Yes,4,No,No, NOT Adicted
4351,Jane Smith,Male,41,No,No,Yes,No,No,Yes,No,Sometimes,No,No,Yes,Yes,No,No,Yes,1,Yes,No,Adicted
4352,James Lee,Female,23,No,No,No,Yes,Yes,No,No,Often,No,Yes,Yes,Yes,No,No,Yes,1,No,Yes, NOT Adicted
4353,James Lee,Female,50,No,Yes,Yes,No,No,No,No,Never,No,Yes,No,Yes,Yes,Yes,Yes,5,Yes,No, NOT Adicted
4354,James Lee,Female,43,No,No,No,Yes,Yes,No,Yes,Rarely,Yes,Yes,No,Yes,No,Yes,Yes,1,Yes,No,Maybe addicted
4355,Jane Smith,Female,61,No,Yes,Yes,No,Yes,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,No,4,Yes,No,Maybe addicted
4356,Emily Martinez,Female,38,No,No,Yes,Yes,No,No,Yes,Sometimes,Yes,No,No,No,No,No,No,1,No,No,Adicted
4357,Alex Johnson,Female,22,No,Yes,No,No,Yes,No,Yes,Often,No,No,Yes,Yes,Yes,No,No,3,Yes,Yes,Adicted
4358,Alex Johnson,Female,19,No,No,No,Yes,Yes,No,No,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,No,1,No,Yes,Maybe addicted
4359,Maria Garcia,Female,38,No,Yes,No,Yes,No,No,No,Sometimes,No,Yes,No,Yes,Yes,No,Yes,4,No,No, NOT Adicted
4360,Alex Johnson,Male,19,No,Yes,Yes,No,No,No,Yes,Never,Yes,No,No,No,No,No,No,4,Yes,Yes,Maybe addicted
4361,Maria Garcia,Male,41,No,No,No,Yes,Yes,Yes,No,Rarely,Yes,No,Yes,Yes,No,Yes,Yes,0,Yes,Yes,Maybe addicted
4362,Emily Martinez,Male,61,Yes,Yes,No,Yes,No,Yes,Yes,Rarely,Yes,No,Yes,No,No,Yes,Yes,3,Yes,Yes,Adicted
4363,James Lee,Male,42,Yes,No,No,No,Yes,No,No,Often,Yes,No,Yes,No,Yes,No,No,5,Yes,Yes, NOT Adicted
4364,Jane Smith,Male,60,No,No,Yes,No,No,No,No,Sometimes,Yes,No,Yes,Yes,Yes,No,No,5,Yes,No, NOT Adicted
4365,John Doe,Male,52,No,Yes,Yes,Yes,No,No,No,Sometimes,Yes,No,Yes,No,No,No,No,4,No,Yes,Maybe addicted
4366,Emily Martinez,Female,43,No,Yes,Yes,Yes,No,No,Yes,Rarely,Yes,Yes,Yes,No,No,Yes,No,0,Yes,No, NOT Adicted
4367,Alex Johnson,Male,61,Yes,No,Yes,Yes,Yes,No,No,Often,Yes,Yes,No,Yes,No,Yes,No,5,Yes,Yes,Maybe addicted
4368,John Doe,Female,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Never,Yes,Yes,No,No,Yes,Yes,No,1,Yes,No,Maybe addicted
4369,Jane Smith,Male,19,Yes,No,No,Yes,Yes,No,No,Rarely,Yes,No,Yes,No,Yes,Yes,Yes,1,No,Yes, NOT Adicted
4370,Maria Garcia,Female,55,Yes,No,Yes,No,No,No,No,Never,No,Yes,Yes,Yes,No,Yes,Yes,4,Yes,Yes, NOT Adicted
4371,John Doe,Female,38,Yes,Yes,Yes,No,No,Yes,No,Rarely,No,No,Yes,Yes,No,Yes,No,0,No,Yes, NOT Adicted
4372,James Lee,Female,43,Yes,Yes,Yes,No,No,No,Yes,Never,No,Yes,Yes,No,Yes,Yes,No,2,No,Yes,Maybe addicted
4373,Emily Martinez,Female,62,Yes,Yes,Yes,Yes,No,No,Yes,Often,No,Yes,Yes,Yes,No,No,Yes,0,No,No,Maybe addicted
4374,James Lee,Male,19,Yes,Yes,No,No,Yes,No,No,Rarely,Yes,No,No,No,Yes,Yes,Yes,0,Yes,No,Maybe addicted
4375,Jane Smith,Female,51,No,No,No,Yes,No,No,Yes,Sometimes,Yes,Yes,No,Yes,No,Yes,Yes,0,No,No, NOT Adicted
4376,Emily Martinez,Female,47,No,No,Yes,Yes,Yes,No,Yes,Often,Yes,No,No,No,No,Yes,Yes,2,Yes,Yes,Adicted
4377,Maria Garcia,Male,30,No,No,Yes,Yes,No,Yes,No,Sometimes,Yes,No,No,Yes,Yes,No,No,5,No,No,Maybe addicted
4378,Jane Smith,Male,56,Yes,Yes,Yes,Yes,Yes,No,No,Often,Yes,Yes,No,Yes,Yes,No,Yes,4,Yes,No,Adicted
4379,Maria Garcia,Female,29,Yes,Yes,No,No,No,No,No,Rarely,Yes,Yes,No,Yes,No,No,No,2,No,No, NOT Adicted
4380,Jane Smith,Female,31,Yes,No,Yes,Yes,No,No,No,Never,Yes,No,Yes,No,No,Yes,No,0,No,No,Maybe addicted
4381,Alex Johnson,Female,36,Yes,No,Yes,Yes,No,Yes,Yes,Often,No,No,No,Yes,Yes,Yes,No,3,Yes,Yes, NOT Adicted
4382,James Lee,Female,39,Yes,Yes,No,Yes,No,No,Yes,Never,No,No,Yes,No,No,Yes,Yes,5,Yes,No, NOT Adicted
4383,Jane Smith,Female,34,No,No,No,Yes,No,No,No,Rarely,No,Yes,Yes,Yes,No,No,Yes,5,Yes,No,Adicted
4384,John Doe,Male,44,No,Yes,Yes,No,No,Yes,Yes,Never,Yes,Yes,No,Yes,No,No,Yes,1,Yes,No,Adicted
4385,Emily Martinez,Female,46,No,Yes,Yes,Yes,Yes,No,No,Sometimes,Yes,Yes,No,No,Yes,Yes,Yes,3,Yes,No,Maybe addicted
4386,Alex Johnson,Female,62,No,Yes,No,No,No,No,No,Sometimes,No,No,Yes,No,No,No,No,3,Yes,Yes,Maybe addicted
4387,John Doe,Male,50,No,No,Yes,Yes,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,No,Yes,1,No,No,Maybe addicted
4388,Emily Martinez,Male,54,Yes,No,No,Yes,Yes,No,Yes,Never,No,No,Yes,No,Yes,No,Yes,0,No,Yes, NOT Adicted
4389,Emily Martinez,Female,64,No,No,Yes,Yes,Yes,No,Yes,Never,No,No,Yes,Yes,No,Yes,No,1,Yes,Yes,Maybe addicted
4390,Maria Garcia,Male,27,No,No,No,Yes,No,No,No,Rarely,No,No,No,No,No,Yes,Yes,3,Yes,No, NOT Adicted
4391,Jane Smith,Female,51,Yes,Yes,No,No,No,No,Yes,Often,Yes,Yes,No,No,Yes,Yes,Yes,0,No,Yes,Adicted
4392,Alex Johnson,Female,47,No,Yes,No,No,Yes,Yes,No,Often,Yes,No,No,No,No,Yes,No,1,No,No,Maybe addicted
4393,John Doe,Female,26,Yes,Yes,No,Yes,Yes,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,No,3,No,Yes,Adicted
4394,Emily Martinez,Female,24,No,Yes,No,Yes,Yes,No,Yes,Sometimes,No,No,Yes,Yes,No,Yes,No,0,Yes,Yes,Adicted
4395,John Doe,Female,28,Yes,No,Yes,Yes,Yes,No,Yes,Never,No,Yes,No,Yes,Yes,No,Yes,4,Yes,Yes,Adicted
4396,Emily Martinez,Female,46,No,No,No,No,No,Yes,No,Never,No,Yes,No,Yes,No,Yes,Yes,2,No,No,Adicted
4397,Maria Garcia,Male,58,Yes,No,Yes,No,No,No,No,Never,Yes,Yes,No,Yes,Yes,Yes,Yes,0,Yes,No,Maybe addicted
4398,Emily Martinez,Female,19,Yes,No,No,No,No,No,Yes,Never,Yes,Yes,No,Yes,Yes,No,No,3,Yes,Yes,Maybe addicted
4399,Alex Johnson,Female,62,No,No,Yes,Yes,Yes,Yes,No,Sometimes,Yes,No,No,Yes,Yes,No,No,3,No,No,Maybe addicted
4400,Maria Garcia,Female,25,Yes,Yes,Yes,Yes,Yes,No,No,Sometimes,No,No,Yes,No,Yes,No,Yes,3,No,Yes,Adicted
4401,Emily Martinez,Female,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,No,No,No,No,No,4,Yes,Yes,Adicted
4402,John Doe,Male,39,Yes,No,Yes,No,Yes,Yes,No,Sometimes,No,No,No,No,No,No,No,3,No,Yes, NOT Adicted
4403,Alex Johnson,Male,56,Yes,Yes,No,No,No,Yes,No,Never,Yes,No,Yes,Yes,No,No,Yes,5,Yes,Yes, NOT Adicted
4404,Alex Johnson,Female,44,Yes,Yes,No,Yes,No,No,No,Sometimes,Yes,Yes,No,Yes,No,Yes,Yes,3,No,No, NOT Adicted
4405,Emily Martinez,Female,26,No,No,No,No,No,No,Yes,Often,Yes,No,No,No,No,No,Yes,0,Yes,Yes,Maybe addicted
4406,James Lee,Female,52,Yes,Yes,No,No,No,No,No,Rarely,No,No,Yes,No,Yes,No,Yes,2,No,No, NOT Adicted
4407,Emily Martinez,Male,47,No,No,No,Yes,Yes,No,No,Often,No,No,No,Yes,Yes,Yes,No,1,Yes,Yes,Adicted
4408,Alex Johnson,Female,36,Yes,No,No,No,Yes,No,Yes,Rarely,No,No,No,No,Yes,No,No,2,No,No,Adicted
4409,Alex Johnson,Male,20,Yes,Yes,No,Yes,Yes,No,No,Sometimes,No,Yes,Yes,No,No,Yes,Yes,0,No,No, NOT Adicted
4410,Emily Martinez,Male,46,No,No,Yes,No,Yes,Yes,No,Often,No,Yes,Yes,No,Yes,Yes,Yes,3,No,Yes,Adicted
4411,Emily Martinez,Male,52,Yes,Yes,No,Yes,Yes,Yes,Yes,Never,Yes,Yes,Yes,No,No,Yes,No,5,No,Yes,Maybe addicted
4412,John Doe,Female,40,No,No,Yes,Yes,Yes,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,No,No,1,No,No,Maybe addicted
4413,Alex Johnson,Male,59,No,No,Yes,Yes,No,Yes,No,Never,No,No,No,No,No,No,No,0,No,Yes,Adicted
4414,Emily Martinez,Male,18,No,Yes,No,Yes,Yes,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,Adicted
4415,Emily Martinez,Male,48,Yes,No,Yes,No,Yes,No,Yes,Rarely,No,Yes,No,Yes,Yes,Yes,No,3,No,No,Adicted
4416,Alex Johnson,Male,33,No,Yes,Yes,Yes,Yes,Yes,No,Often,Yes,No,Yes,Yes,No,No,Yes,2,No,No, NOT Adicted
4417,Jane Smith,Male,55,Yes,Yes,Yes,No,Yes,Yes,No,Often,No,Yes,Yes,No,Yes,Yes,No,2,Yes,Yes,Maybe addicted
4418,Maria Garcia,Female,36,Yes,No,Yes,No,No,Yes,Yes,Sometimes,No,No,Yes,No,Yes,No,No,0,Yes,Yes,Adicted
4419,Maria Garcia,Female,52,No,Yes,No,No,No,Yes,Yes,Rarely,Yes,No,Yes,No,No,No,No,2,Yes,Yes,Maybe addicted
4420,John Doe,Female,22,Yes,Yes,Yes,Yes,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,4,No,Yes,Adicted
4421,John Doe,Female,55,Yes,No,Yes,No,Yes,Yes,Yes,Never,No,Yes,No,No,Yes,No,No,1,Yes,No, NOT Adicted
4422,Jane Smith,Male,45,Yes,Yes,No,No,Yes,Yes,No,Often,No,No,Yes,Yes,No,No,Yes,0,No,No,Adicted
4423,Jane Smith,Female,32,Yes,Yes,No,No,Yes,No,Yes,Never,Yes,Yes,Yes,No,Yes,No,Yes,2,No,No,Adicted
4424,Emily Martinez,Female,31,No,No,No,No,No,No,No,Never,Yes,No,Yes,Yes,Yes,No,No,1,Yes,Yes, NOT Adicted
4425,Maria Garcia,Female,19,Yes,Yes,Yes,Yes,No,No,Yes,Often,Yes,No,Yes,Yes,Yes,Yes,No,1,Yes,Yes,Adicted
4426,Jane Smith,Female,45,Yes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,No,2,No,No, NOT Adicted
4427,Jane Smith,Female,28,No,Yes,Yes,No,Yes,Yes,No,Often,No,No,Yes,Yes,No,Yes,No,2,Yes,No, NOT Adicted
4428,James Lee,Female,55,Yes,Yes,No,No,Yes,No,No,Sometimes,No,No,No,No,Yes,No,Yes,2,No,No,Adicted
4429,Alex Johnson,Male,48,No,Yes,Yes,Yes,No,No,No,Rarely,No,No,Yes,No,No,No,Yes,5,No,No, NOT Adicted
4430,Emily Martinez,Male,22,Yes,Yes,Yes,No,Yes,Yes,No,Rarely,No,Yes,No,No,No,No,Yes,4,Yes,No,Adicted
4431,James Lee,Female,28,No,No,No,Yes,No,No,Yes,Sometimes,Yes,No,No,Yes,Yes,No,No,0,No,Yes, NOT Adicted
4432,Jane Smith,Female,61,No,Yes,No,No,No,Yes,No,Sometimes,No,No,Yes,Yes,No,No,Yes,1,No,No, NOT Adicted
4433,James Lee,Male,22,No,No,No,No,No,No,No,Rarely,No,Yes,No,No,Yes,Yes,No,4,No,Yes,Maybe addicted
4434,Emily Martinez,Male,43,No,No,Yes,Yes,Yes,No,Yes,Never,Yes,No,Yes,Yes,Yes,No,No,5,No,No,Adicted
4435,James Lee,Male,36,Yes,Yes,No,No,No,No,No,Sometimes,Yes,Yes,No,No,Yes,Yes,No,3,Yes,No, NOT Adicted
4436,Maria Garcia,Female,30,No,Yes,No,No,No,Yes,No,Never,Yes,Yes,Yes,No,No,No,No,4,Yes,Yes, NOT Adicted
4437,Maria Garcia,Female,58,Yes,No,Yes,No,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,No,No,No,2,No,Yes, NOT Adicted
4438,Maria Garcia,Female,45,No,Yes,Yes,No,Yes,Yes,Yes,Often,No,No,Yes,No,No,No,Yes,2,No,No,Maybe addicted
4439,Jane Smith,Male,31,No,Yes,No,No,No,No,Yes,Rarely,No,Yes,No,No,No,Yes,No,2,Yes,No, NOT Adicted
